EVENT,RedFighter vs. BlueFighter,FIGHTER,KD,SUB.ATT,REV.,SIG.STR._LANDED,SIG.STR._ATTEMPTS,TOTAL STR._LANDED,TOTAL STR._ATTEMPTS,TD_LANDED,TD_ATTEMPTS,HEAD_LANDED,HEAD_ATTEMPTS,BODY_LANDED,BODY_ATTEMPTS,LEG_LANDED,LEG_ATTEMPTS,DISTANCE_LANDED,DISTANCE_ATTEMPTS,CLINCH_LANDED,CLINCH_ATTEMPTS,GROUND_LANDED,GROUND_ATTEMPTS,TOTAL CTRL IN SEC,ROUND,RedFighter,BlueFighter,CleanEvent,Date
ufc 84: ill will,BJ Penn vs. Sean Sherk,Sean Sherk,0,0,0,46,162,52,169,0,2,26,142,3,3,17,17,41,151,5,11,0,0,0,3,BJ Penn,Sean Sherk,ufc 84 ill will,24-May-08
ufc 84: ill will,Dong Hyun Kim vs. Jason Tan,Dong Hyun Kim,0,0,0,77,92,159,175,3,3,74,89,3,3,0,0,3,9,21,21,53,62,0,3,Dong Hyun Kim,Jason Tan,ufc 84 ill will,24-May-08
ufc 84: ill will,Dong Hyun Kim vs. Jason Tan,Jason Tan,0,0,0,2,14,20,32,0,6,1,13,0,0,1,1,2,13,0,1,0,0,0,3,Dong Hyun Kim,Jason Tan,ufc 84 ill will,24-May-08
ufc 84: ill will,Goran Reljic vs. Wilson Gouveia,Goran Reljic,1,0,0,33,63,39,74,0,0,27,53,5,9,1,1,22,44,0,0,11,19,0,2,Goran Reljic,Wilson Gouveia,ufc 84 ill will,24-May-08
ufc 84: ill will,Goran Reljic vs. Wilson Gouveia,Wilson Gouveia,1,0,0,33,73,38,78,0,0,22,59,4,4,7,10,17,43,9,11,7,19,0,2,Goran Reljic,Wilson Gouveia,ufc 84 ill will,24-May-08
ufc 84: ill will,Lyoto Machida vs. Tito Ortiz,Lyoto Machida,1,0,0,41,60,67,87,1,1,18,34,6,7,17,19,34,47,1,1,6,12,0,3,Lyoto Machida,Tito Ortiz,ufc 84 ill will,24-May-08
ufc 84: ill will,Lyoto Machida vs. Tito Ortiz,Tito Ortiz,0,2,0,16,53,39,76,0,7,2,35,11,11,3,7,5,38,11,15,0,0,0,3,Lyoto Machida,Tito Ortiz,ufc 84 ill will,24-May-08
ufc 84: ill will,Rameau Thierry Sokoudjou vs. Kazuhiro Nakamura,Kazuhiro Nakamura,0,0,0,6,23,6,23,0,0,1,18,5,5,0,0,6,23,0,0,0,0,0,1,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,ufc 84 ill will,24-May-08
ufc 84: ill will,Rameau Thierry Sokoudjou vs. Kazuhiro Nakamura,Rameau Thierry Sokoudjou,1,0,0,26,46,29,49,0,0,7,27,6,6,13,13,20,40,4,4,2,2,0,1,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,ufc 84 ill will,24-May-08
ufc 84: ill will,Rich Clementi vs. Terry Etim,Rich Clementi,0,0,0,20,47,171,244,4,8,14,40,2,2,4,5,10,33,3,3,7,11,0,3,Rich Clementi,Terry Etim,ufc 84 ill will,24-May-08
ufc 84: ill will,Rich Clementi vs. Terry Etim,Terry Etim,1,1,0,23,61,30,72,0,0,13,46,3,6,7,9,18,50,4,7,1,4,0,3,Rich Clementi,Terry Etim,ufc 84 ill will,24-May-08
ufc 84: ill will,Rousimar Palhares vs. Ivan Salaverry,Ivan Salaverry,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,Rousimar Palhares,Ivan Salaverry,ufc 84 ill will,24-May-08
ufc 84: ill will,Rousimar Palhares vs. Ivan Salaverry,Rousimar Palhares,0,3,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rousimar Palhares,Ivan Salaverry,ufc 84 ill will,24-May-08
ufc 84: ill will,Shane Carwin vs. Christian Wellisch,Christian Wellisch,0,0,0,2,11,2,11,0,0,2,11,0,0,0,0,2,11,0,0,0,0,0,1,Shane Carwin,Christian Wellisch,ufc 84 ill will,24-May-08
ufc 84: ill will,Shane Carwin vs. Christian Wellisch,Shane Carwin,1,0,0,5,14,5,14,0,0,5,14,0,0,0,0,3,12,0,0,2,2,0,1,Shane Carwin,Christian Wellisch,ufc 84 ill will,24-May-08
ufc 84: ill will,Thiago Silva vs. Antonio Mendes,Antonio Mendes,1,0,0,5,12,8,15,1,2,1,8,4,4,0,0,2,6,3,5,0,1,0,1,Thiago Silva,Antonio Mendes,ufc 84 ill will,24-May-08
ufc 84: ill will,Thiago Silva vs. Antonio Mendes,Thiago Silva,0,1,0,19,23,20,24,0,0,14,18,5,5,0,0,1,2,3,3,15,18,0,1,Thiago Silva,Antonio Mendes,ufc 84 ill will,24-May-08
ufc 84: ill will,Wanderlei Silva vs. Keith Jardine,Keith Jardine,0,0,0,1,4,1,4,0,0,0,3,0,0,1,1,1,4,0,0,0,0,0,1,Wanderlei Silva,Keith Jardine,ufc 84 ill will,24-May-08
ufc 84: ill will,Wanderlei Silva vs. Keith Jardine,Wanderlei Silva,2,0,0,11,18,11,18,0,0,11,18,0,0,0,0,5,10,0,0,6,8,0,1,Wanderlei Silva,Keith Jardine,ufc 84 ill will,24-May-08
ufc 84: ill will,Yoshiyuki Yoshida vs. War Machine,War Machine,0,0,0,1,2,2,3,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,Yoshiyuki Yoshida,War Machine,ufc 84 ill will,24-May-08
ufc 84: ill will,Yoshiyuki Yoshida vs. War Machine,Yoshiyuki Yoshida,0,1,0,1,3,1,3,1,1,1,3,0,0,0,0,1,3,0,0,0,0,0,1,Yoshiyuki Yoshida,War Machine,ufc 84 ill will,24-May-08
ufc 85: bedlam,Antoni Hardonk vs. Eddie Sanchez,Antoni Hardonk,1,0,0,48,75,51,78,0,0,32,56,8,10,8,9,24,41,24,34,0,0,0,2,Antoni Hardonk,Eddie Sanchez,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Antoni Hardonk vs. Eddie Sanchez,Eddie Sanchez,2,0,0,33,67,67,110,2,4,32,66,1,1,0,0,18,44,14,21,1,2,0,2,Antoni Hardonk,Eddie Sanchez,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Fabricio Werdum vs. Brandon Vera,Brandon Vera,0,0,0,15,22,20,27,0,0,6,12,5,5,4,5,3,8,10,12,2,2,0,1,Fabricio Werdum,Brandon Vera,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Fabricio Werdum vs. Brandon Vera,Fabricio Werdum,0,0,0,15,36,23,50,2,4,10,29,2,3,3,4,2,11,5,7,8,18,0,1,Fabricio Werdum,Brandon Vera,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Kevin Burns vs. Roan Carneiro,Kevin Burns,0,1,0,8,13,55,61,0,0,7,11,0,1,1,1,4,9,1,1,3,3,0,2,Kevin Burns,Roan Carneiro,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Kevin Burns vs. Roan Carneiro,Roan Carneiro,0,0,0,12,30,36,57,2,6,10,28,1,1,1,1,2,7,0,0,10,23,0,2,Kevin Burns,Roan Carneiro,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Luiz Cane vs. Jason Lambert,Jason Lambert,0,0,0,8,23,13,28,0,2,4,18,2,2,2,3,4,19,4,4,0,0,0,1,Luiz Cane,Jason Lambert,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Luiz Cane vs. Jason Lambert,Luiz Cane,3,0,0,15,28,28,41,0,0,14,27,0,0,1,1,10,18,3,8,2,2,0,1,Luiz Cane,Jason Lambert,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Martin Kampmann vs. Jorge Rivera,Jorge Rivera,0,1,0,2,6,3,7,0,0,0,4,0,0,2,2,2,6,0,0,0,0,0,1,Martin Kampmann,Jorge Rivera,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Martin Kampmann vs. Jorge Rivera,Martin Kampmann,0,2,0,4,9,17,24,1,1,2,7,2,2,0,0,1,4,1,1,2,4,0,1,Martin Kampmann,Jorge Rivera,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Matt Wiman vs. Thiago Tavares,Matt Wiman,1,1,0,18,34,54,73,2,4,12,26,6,7,0,1,8,22,7,9,3,3,0,2,Matt Wiman,Thiago Tavares,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Matt Wiman vs. Thiago Tavares,Thiago Tavares,0,3,1,13,35,39,77,1,3,11,32,2,3,0,0,4,16,6,9,3,10,0,2,Matt Wiman,Thiago Tavares,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Michael Bisping vs. Jason Day,Jason Day,0,0,0,7,12,8,13,0,0,3,7,0,1,4,4,7,12,0,0,0,0,0,1,Michael Bisping,Jason Day,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Michael Bisping vs. Jason Day,Michael Bisping,0,0,0,25,43,40,61,2,2,18,36,3,3,4,4,4,13,4,5,17,25,0,1,Michael Bisping,Jason Day,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Mike Swick vs. Marcus Davis,Marcus Davis,0,2,0,31,55,82,107,3,5,20,41,3,4,8,10,13,33,14,17,4,5,0,3,Mike Swick,Marcus Davis,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Mike Swick vs. Marcus Davis,Mike Swick,0,1,0,32,86,71,131,2,2,14,61,13,20,5,5,6,21,9,20,17,45,0,3,Mike Swick,Marcus Davis,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Paul Taylor vs. Jess Liaudin,Jess Liaudin,0,1,0,35,70,57,94,7,13,27,61,6,7,2,2,16,43,14,20,5,7,0,3,Paul Taylor,Jess Liaudin,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Paul Taylor vs. Jess Liaudin,Paul Taylor,1,0,1,45,86,134,180,1,1,24,64,12,12,9,10,13,34,22,28,10,24,0,3,Paul Taylor,Jess Liaudin,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Thales Leites vs. Nate Marquardt,Nate Marquardt,0,0,0,35,72,49,88,5,7,23,55,8,13,4,4,11,39,8,10,16,23,0,3,Thales Leites,Nate Marquardt,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Thales Leites vs. Nate Marquardt,Thales Leites,1,2,0,13,45,33,66,0,1,12,41,1,4,0,0,8,35,1,3,4,7,0,3,Thales Leites,Nate Marquardt,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Thiago Alves vs. Matt Hughes,Matt Hughes,0,0,0,9,13,18,22,1,7,2,6,0,0,7,7,0,3,0,0,9,10,0,2,Thiago Alves,Matt Hughes,ufc 85 bedlam,7-Jun-08
ufc 85: bedlam,Thiago Alves vs. Matt Hughes,Thiago Alves,1,0,0,10,16,24,31,1,1,8,14,2,2,0,0,3,6,2,2,5,8,0,2,Thiago Alves,Matt Hughes,ufc 85 bedlam,7-Jun-08
ufc 86: jackson vs griffin,Cole Miller vs. Jorge Gurgel,Cole Miller,0,2,1,41,141,59,159,1,2,24,111,12,25,5,5,24,111,7,18,10,12,0,3,Cole Miller,Jorge Gurgel,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Cole Miller vs. Jorge Gurgel,Jorge Gurgel,0,0,1,54,127,76,151,3,3,34,101,0,2,20,24,38,95,13,24,3,8,0,3,Cole Miller,Jorge Gurgel,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Forrest Griffin vs. Quinton Jackson,Forrest Griffin,0,3,0,77,276,113,326,0,1,31,205,11,25,35,46,56,236,8,12,13,28,0,5,Forrest Griffin,Quinton Jackson,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Forrest Griffin vs. Quinton Jackson,Quinton Jackson,1,0,0,50,138,73,163,0,1,38,125,9,10,3,3,30,108,13,19,7,11,0,5,Forrest Griffin,Quinton Jackson,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Gabriel Gonzaga vs. Justin McCully,Gabriel Gonzaga,0,1,0,6,8,16,19,1,1,1,3,2,2,3,3,3,4,0,0,3,4,0,1,Gabriel Gonzaga,Justin McCully,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Gabriel Gonzaga vs. Justin McCully,Justin McCully,0,0,0,2,9,2,9,0,0,0,5,0,0,2,4,2,9,0,0,0,0,0,1,Gabriel Gonzaga,Justin McCully,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Joe Stevenson vs. Gleison Tibau,Gleison Tibau,0,1,0,4,24,28,48,5,5,4,24,0,0,0,0,3,20,0,3,1,1,0,2,Joe Stevenson,Gleison Tibau,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Joe Stevenson vs. Gleison Tibau,Joe Stevenson,1,2,0,12,27,13,28,1,3,8,23,3,3,1,1,6,20,4,5,2,2,0,2,Joe Stevenson,Gleison Tibau,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Josh Koscheck vs. Chris Lytle,Chris Lytle,0,5,0,16,65,43,93,0,0,11,56,3,4,2,5,14,62,2,3,0,0,0,3,Josh Koscheck,Chris Lytle,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Josh Koscheck vs. Chris Lytle,Josh Koscheck,0,0,0,38,58,103,125,2,4,33,53,3,3,2,2,5,15,4,5,29,38,0,3,Josh Koscheck,Chris Lytle,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Justin Buchholz vs. Corey Hill,Corey Hill,0,0,0,34,88,44,98,2,2,27,77,6,8,1,3,21,63,12,18,1,7,0,2,Justin Buchholz,Corey Hill,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Justin Buchholz vs. Corey Hill,Justin Buchholz,0,1,1,24,80,40,96,0,0,13,56,8,13,3,11,15,61,9,19,0,0,0,2,Justin Buchholz,Corey Hill,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Melvin Guillard vs. Dennis Siver,Dennis Siver,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Melvin Guillard,Dennis Siver,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Melvin Guillard vs. Dennis Siver,Melvin Guillard,2,0,0,10,15,10,15,0,0,10,15,0,0,0,0,4,5,0,0,6,10,0,1,Melvin Guillard,Dennis Siver,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Patrick Cote vs. Ricardo Almeida,Patrick Cote,0,0,0,24,64,39,80,0,0,13,52,3,4,8,8,16,52,5,8,3,4,0,3,Patrick Cote,Ricardo Almeida,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Patrick Cote vs. Ricardo Almeida,Ricardo Almeida,0,2,0,26,62,36,72,2,11,15,50,11,12,0,0,9,39,2,2,15,21,0,3,Patrick Cote,Ricardo Almeida,ufc 86 jackson vs griffin,5-Jul-08
ufc 86: jackson vs griffin,Tyson Griffin vs. Marcus Aurelio,Marcus Aurelio,0,1,0,20,80,41,102,0,4,13,73,6,6,1,1,13,72,7,8,0,0,0,3,Tyson Griffin,Marcus Aurelio,ufc 86 jackson vs griffin,5-Jul-08
