EVENT,RedFighter vs. BlueFighter,FIGHTER,KD,SUB.ATT,REV.,SIG.STR._LANDED,SIG.STR._ATTEMPTS,TOTAL STR._LANDED,TOTAL STR._ATTEMPTS,TD_LANDED,TD_ATTEMPTS,HEAD_LANDED,HEAD_ATTEMPTS,BODY_LANDED,BODY_ATTEMPTS,LEG_LANDED,LEG_ATTEMPTS,DISTANCE_LANDED,DISTANCE_ATTEMPTS,CLINCH_LANDED,CLINCH_ATTEMPTS,GROUND_LANDED,GROUND_ATTEMPTS,TOTAL CTRL IN SEC,ROUND,RedFighter,BlueFighter,CleanEvent,Date
ufc 136: edgar vs maynard 3,Joey Beltran vs. Stipe Miocic,Joey Beltran,0,0,0,52,152,80,182,1,2,36,130,11,14,5,8,36,126,9,14,7,12,0,3,Joey Beltran,Stipe Miocic,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Joey Beltran vs. Stipe Miocic,Stipe Miocic,0,0,0,68,142,103,180,4,7,38,109,9,11,21,22,44,107,12,16,12,19,0,3,Joey Beltran,Stipe Miocic,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Jose Aldo vs. Kenny Florian,Jose Aldo,0,0,0,51,115,66,131,0,0,38,93,5,10,8,12,37,97,8,10,6,8,0,5,Jose Aldo,Kenny Florian,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Jose Aldo vs. Kenny Florian,Kenny Florian,0,0,0,40,128,69,165,1,19,11,78,13,27,16,23,25,106,15,22,0,0,0,5,Jose Aldo,Kenny Florian,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Leonard Garcia vs. Nam Phan,Leonard Garcia,1,0,0,100,374,107,382,0,2,56,321,19,28,25,25,99,371,1,3,0,0,0,3,Leonard Garcia,Nam Phan,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Leonard Garcia vs. Nam Phan,Nam Phan,0,0,0,174,339,195,360,1,1,131,289,43,49,0,1,173,337,0,0,1,2,0,3,Leonard Garcia,Nam Phan,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Melvin Guillard vs. Joe Lauzon,Joe Lauzon,0,1,0,2,6,2,6,0,0,2,6,0,0,0,0,2,6,0,0,0,0,0,1,Melvin Guillard,Joe Lauzon,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Melvin Guillard vs. Joe Lauzon,Melvin Guillard,0,0,0,3,6,3,6,0,0,2,5,1,1,0,0,3,6,0,0,0,0,0,1,Melvin Guillard,Joe Lauzon,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Steve Cantwell vs. Mike Massenzio,Mike Massenzio,0,0,0,78,164,80,167,1,11,69,152,7,10,2,2,73,152,5,11,0,1,0,3,Steve Cantwell,Mike Massenzio,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Steve Cantwell vs. Mike Massenzio,Steve Cantwell,0,1,0,56,164,76,184,0,0,21,110,33,47,2,7,38,144,10,12,8,8,0,3,Steve Cantwell,Mike Massenzio,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Zhang Tiequan vs. Darren Elkins,Darren Elkins,0,3,0,27,49,175,218,1,6,24,45,3,4,0,0,2,13,0,0,25,36,0,3,Zhang Tiequan,Darren Elkins,ufc 136 edgar vs maynard 3,10/8/2011
ufc 136: edgar vs maynard 3,Zhang Tiequan vs. Darren Elkins,Zhang Tiequan,0,3,0,2,18,2,18,0,0,2,18,0,0,0,0,2,17,0,0,0,1,0,3,Zhang Tiequan,Darren Elkins,ufc 136 edgar vs maynard 3,10/8/2011
ufc 137: penn vs diaz,BJ Penn vs. Nick Diaz,BJ Penn,0,0,0,88,164,107,184,1,4,76,149,12,15,0,0,71,140,15,20,2,4,0,3,BJ Penn,Nick Diaz,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,BJ Penn vs. Nick Diaz,Nick Diaz,0,0,0,178,350,257,436,0,0,136,296,39,51,3,3,150,309,28,41,0,0,0,3,BJ Penn,Nick Diaz,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Brandon Vera vs. Eliot Marshall,Brandon Vera,0,0,0,33,65,55,88,1,2,8,26,6,11,19,28,18,44,9,11,6,10,0,3,Brandon Vera,Eliot Marshall,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Brandon Vera vs. Eliot Marshall,Eliot Marshall,1,2,0,21,55,79,115,1,3,13,44,8,9,0,2,8,32,9,14,4,9,0,3,Brandon Vera,Eliot Marshall,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Cheick Kongo vs. Matt Mitrione,Cheick Kongo,0,0,0,44,126,70,159,2,2,23,90,7,13,14,23,26,104,6,8,12,14,0,3,Cheick Kongo,Matt Mitrione,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Cheick Kongo vs. Matt Mitrione,Matt Mitrione,0,0,0,21,55,22,58,0,0,15,46,2,5,4,4,20,54,1,1,0,0,0,3,Cheick Kongo,Matt Mitrione,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Chris Camozzi vs. Francis Carmont,Chris Camozzi,0,1,0,22,47,56,85,0,5,9,27,4,5,9,15,13,35,9,12,0,0,0,3,Chris Camozzi,Francis Carmont,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Chris Camozzi vs. Francis Carmont,Francis Carmont,1,0,0,51,74,82,107,3,6,23,41,20,25,8,8,16,33,23,25,12,16,0,3,Chris Camozzi,Francis Carmont,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Dennis Siver vs. Donald Cerrone,Dennis Siver,0,0,0,12,21,14,23,0,2,6,13,3,3,3,5,10,17,2,4,0,0,0,1,Dennis Siver,Donald Cerrone,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Dennis Siver vs. Donald Cerrone,Donald Cerrone,2,1,0,9,23,9,23,0,0,5,16,2,3,2,4,7,16,1,6,1,1,0,1,Dennis Siver,Donald Cerrone,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Dustin Jacoby vs. Clifford Starks,Clifford Starks,0,0,0,26,82,81,147,3,3,23,76,3,6,0,0,19,65,0,1,7,16,0,3,Dustin Jacoby,Clifford Starks,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Dustin Jacoby vs. Clifford Starks,Dustin Jacoby,0,0,0,18,72,35,89,0,0,14,67,4,4,0,1,17,71,1,1,0,0,0,3,Dustin Jacoby,Clifford Starks,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Hatsu Hioki vs. George Roop,George Roop,0,0,0,35,104,90,164,2,2,20,78,11,18,4,8,22,84,9,14,4,6,0,3,Hatsu Hioki,George Roop,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Hatsu Hioki vs. George Roop,Hatsu Hioki,0,0,0,24,49,58,84,2,7,13,35,6,9,5,5,11,32,6,8,7,9,0,3,Hatsu Hioki,George Roop,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Mirko Filipovic vs. Roy Nelson,Mirko Filipovic,0,0,0,30,59,37,66,0,1,23,51,7,8,0,0,14,36,16,23,0,0,0,3,Mirko Filipovic,Roy Nelson,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Mirko Filipovic vs. Roy Nelson,Roy Nelson,0,0,0,32,75,70,116,2,2,28,69,4,6,0,0,11,50,3,4,18,21,0,3,Mirko Filipovic,Roy Nelson,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Ramsey Nijem vs. Danny Downes,Danny Downes,0,0,0,6,27,22,43,0,0,4,25,2,2,0,0,5,26,1,1,0,0,0,3,Ramsey Nijem,Danny Downes,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Ramsey Nijem vs. Danny Downes,Ramsey Nijem,0,4,0,59,77,163,190,8,14,50,68,4,4,5,5,21,31,7,7,31,39,0,3,Ramsey Nijem,Danny Downes,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Scott Jorgensen vs. Jeff Curran,Jeff Curran,0,1,0,41,126,67,156,0,3,22,97,13,21,6,8,31,110,6,9,4,7,0,3,Scott Jorgensen,Jeff Curran,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Scott Jorgensen vs. Jeff Curran,Scott Jorgensen,0,0,0,42,103,84,147,5,5,27,85,6,8,9,10,24,72,11,20,7,11,0,3,Scott Jorgensen,Jeff Curran,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Tyson Griffin vs. Bart Palaszewski,Bart Palaszewski,1,0,0,17,66,17,66,0,0,16,63,0,1,1,2,17,66,0,0,0,0,0,1,Tyson Griffin,Bart Palaszewski,ufc 137 penn vs diaz,29-Oct-11
ufc 137: penn vs diaz,Tyson Griffin vs. Bart Palaszewski,Tyson Griffin,0,0,0,6,21,6,21,0,0,1,15,1,2,4,4,6,21,0,0,0,0,0,1,Tyson Griffin,Bart Palaszewski,ufc 137 penn vs diaz,29-Oct-11
ufc 138: leben vs munoz,Brad Pickett vs. Renan Barao,Brad Pickett,0,0,0,10,56,10,56,0,0,9,50,1,6,0,0,10,56,0,0,0,0,0,1,Brad Pickett,Renan Barao,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Brad Pickett vs. Renan Barao,Renan Barao,1,1,0,37,98,38,99,0,1,29,82,3,9,5,7,33,84,0,0,4,14,0,1,Brad Pickett,Renan Barao,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Cariaso vs. Vaughan Lee,Chris Cariaso,0,1,0,52,89,79,116,2,3,35,68,14,16,3,5,21,43,17,23,14,23,0,3,Chris Cariaso,Vaughan Lee,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Cariaso vs. Vaughan Lee,Vaughan Lee,0,2,0,29,56,101,128,4,9,10,33,9,12,10,11,11,31,15,19,3,6,0,3,Chris Cariaso,Vaughan Lee,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Cope vs. Che Mills,Che Mills,2,0,0,11,16,11,16,0,0,9,14,0,0,2,2,6,7,2,2,3,7,0,1,Chris Cope,Che Mills,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Cope vs. Che Mills,Chris Cope,0,0,0,1,10,1,10,0,1,0,7,0,0,1,3,1,10,0,0,0,0,0,1,Chris Cope,Che Mills,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Leben vs. Mark Munoz,Chris Leben,0,2,0,12,35,61,88,2,2,8,30,3,3,1,2,4,17,6,11,2,7,0,2,Chris Leben,Mark Munoz,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Chris Leben vs. Mark Munoz,Mark Munoz,0,0,0,39,74,55,92,5,9,22,56,16,17,1,1,5,11,5,9,29,54,0,2,Chris Leben,Mark Munoz,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Cyrille Diabate vs. Anthony Perosh,Anthony Perosh,0,3,0,17,38,20,43,2,6,17,38,0,0,0,0,2,13,0,0,15,25,0,2,Cyrille Diabate,Anthony Perosh,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Cyrille Diabate vs. Anthony Perosh,Cyrille Diabate,0,0,0,17,37,27,49,0,0,9,27,8,9,0,1,13,31,0,0,4,6,0,2,Cyrille Diabate,Anthony Perosh,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,John Maguire vs. Justin Edwards,John Maguire,0,2,1,27,38,70,88,6,9,18,28,6,7,3,3,9,17,9,10,9,11,0,3,John Maguire,Justin Edwards,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,John Maguire vs. Justin Edwards,Justin Edwards,1,1,0,28,64,45,87,0,2,13,40,12,20,3,4,11,29,12,21,5,14,0,3,John Maguire,Justin Edwards,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Michihiro Omigawa vs. Jason Young,Jason Young,0,0,0,32,115,40,123,2,3,23,101,3,5,6,9,24,97,7,15,1,3,0,3,Michihiro Omigawa,Jason Young,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Michihiro Omigawa vs. Jason Young,Michihiro Omigawa,0,3,1,25,59,56,94,4,10,20,53,2,3,3,3,8,34,5,7,12,18,0,3,Michihiro Omigawa,Jason Young,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Rob Broughton vs. Philip De Fries,Philip De Fries,0,0,0,14,23,41,52,3,5,13,22,1,1,0,0,6,10,0,0,8,13,0,3,Rob Broughton,Philip De Fries,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Rob Broughton vs. Philip De Fries,Rob Broughton,0,2,1,29,40,102,120,0,0,15,26,11,11,3,3,4,14,4,4,21,22,0,3,Rob Broughton,Philip De Fries,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Terry Etim vs. Edward Faaloloto,Edward Faaloloto,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,Terry Etim,Edward Faaloloto,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Terry Etim vs. Edward Faaloloto,Terry Etim,0,1,0,5,6,5,6,0,0,3,4,1,1,1,1,5,6,0,0,0,0,0,1,Terry Etim,Edward Faaloloto,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Thiago Alves vs. Papy Abedi,Papy Abedi,0,0,0,14,38,15,39,0,0,9,32,4,5,1,1,9,32,5,6,0,0,0,1,Thiago Alves,Papy Abedi,ufc 138 leben vs munoz,11/5/2011
ufc 138: leben vs munoz,Thiago Alves vs. Papy Abedi,Thiago Alves,1,1,0,25,45,30,51,0,0,17,35,3,3,5,7,12,30,1,1,12,14,0,1,Thiago Alves,Papy Abedi,ufc 138 leben vs munoz,11/5/2011
ufc 139: shogun vs henderson,Danny Castillo vs. Shamar Bailey,Danny Castillo,0,0,0,22,34,45,61,3,3,17,29,4,4,1,1,2,2,0,0,20,32,0,1,Danny Castillo,Shamar Bailey,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Danny Castillo vs. Shamar Bailey,Shamar Bailey,0,0,0,3,4,21,23,0,0,3,4,0,0,0,0,0,1,1,1,2,2,0,1,Danny Castillo,Shamar Bailey,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Gleison Tibau vs. Rafael Dos Anjos,Gleison Tibau,0,0,0,56,128,64,136,2,4,45,117,10,10,1,1,53,123,3,4,0,1,0,3,Gleison Tibau,Rafael Dos Anjos,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Gleison Tibau vs. Rafael Dos Anjos,Rafael Dos Anjos,0,0,0,25,96,39,110,0,8,13,77,6,9,6,10,18,85,7,11,0,0,0,3,Gleison Tibau,Rafael Dos Anjos,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Matt Brown vs. Seth Baczynski,Matt Brown,0,0,1,19,34,28,43,1,1,4,15,13,15,2,4,8,22,11,12,0,0,0,2,Matt Brown,Seth Baczynski,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Matt Brown vs. Seth Baczynski,Seth Baczynski,0,1,0,17,49,22,55,1,5,14,41,3,4,0,4,8,34,7,13,2,2,0,2,Matt Brown,Seth Baczynski,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Mauricio Rua vs. Dan Henderson,Dan Henderson,1,1,2,77,141,113,179,1,4,55,119,16,16,6,6,33,79,27,40,17,22,0,5,Mauricio Rua,Dan Henderson,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Mauricio Rua vs. Dan Henderson,Mauricio Rua,0,1,0,96,194,191,293,5,10,80,172,8,10,8,12,43,103,19,34,34,57,0,5,Mauricio Rua,Dan Henderson,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Michael McDonald vs. Alex Soto,Alex Soto,0,0,0,6,8,6,8,0,0,3,4,1,2,2,2,6,8,0,0,0,0,0,1,Michael McDonald,Alex Soto,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Michael McDonald vs. Alex Soto,Michael McDonald,2,0,0,12,24,12,24,0,0,11,22,1,2,0,0,6,16,0,1,6,7,0,1,Michael McDonald,Alex Soto,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Miguel Torres vs. Nick Pace,Miguel Torres,0,0,0,64,122,150,212,0,1,23,77,20,21,21,24,41,99,23,23,0,0,0,3,Miguel Torres,Nick Pace,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Miguel Torres vs. Nick Pace,Nick Pace,0,0,0,31,69,41,79,1,3,7,40,14,18,10,11,17,52,13,15,1,2,0,3,Miguel Torres,Nick Pace,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Rick Story vs. Martin Kampmann,Martin Kampmann,0,1,0,38,147,55,165,3,9,34,139,4,7,0,1,29,127,5,16,4,4,0,3,Rick Story,Martin Kampmann,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Rick Story vs. Martin Kampmann,Rick Story,0,0,0,61,170,73,183,1,3,39,137,22,33,0,0,47,145,14,25,0,0,0,3,Rick Story,Martin Kampmann,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Ryan Bader vs. Jason Brilz,Jason Brilz,0,0,0,1,13,1,13,0,0,1,12,0,0,0,1,1,13,0,0,0,0,0,1,Ryan Bader,Jason Brilz,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Ryan Bader vs. Jason Brilz,Ryan Bader,1,0,0,6,14,6,14,0,0,6,13,0,0,0,1,6,14,0,0,0,0,0,1,Ryan Bader,Jason Brilz,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Stephan Bonnar vs. Kyle Kingsbury,Kyle Kingsbury,0,0,0,31,53,38,60,0,0,15,33,7,9,9,11,19,37,12,16,0,0,0,3,Stephan Bonnar,Kyle Kingsbury,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Stephan Bonnar vs. Kyle Kingsbury,Stephan Bonnar,0,1,0,36,74,133,183,4,6,18,51,11,14,7,9,12,36,15,19,9,19,0,3,Stephan Bonnar,Kyle Kingsbury,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Tom Lawlor vs. Chris Weidman,Chris Weidman,0,1,0,3,6,3,6,1,1,2,4,1,2,0,0,3,6,0,0,0,0,0,1,Tom Lawlor,Chris Weidman,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Tom Lawlor vs. Chris Weidman,Tom Lawlor,0,0,0,2,7,2,7,0,0,2,7,0,0,0,0,2,7,0,0,0,0,0,1,Tom Lawlor,Chris Weidman,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Urijah Faber vs. Brian Bowles,Brian Bowles,0,0,0,13,68,14,69,0,0,7,61,5,6,1,1,12,66,1,2,0,0,0,2,Urijah Faber,Brian Bowles,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Urijah Faber vs. Brian Bowles,Urijah Faber,1,1,1,36,61,44,69,1,1,31,54,3,5,2,2,17,36,1,1,18,24,0,2,Urijah Faber,Brian Bowles,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Wanderlei Silva vs. Cung Le,Cung Le,0,0,0,32,81,32,81,0,1,13,54,12,19,7,8,32,79,0,2,0,0,0,2,Wanderlei Silva,Cung Le,ufc 139 shogun vs henderson,19-Nov-11
ufc 139: shogun vs henderson,Wanderlei Silva vs. Cung Le,Wanderlei Silva,1,0,0,43,104,51,112,0,0,31,88,8,10,4,6,30,83,13,20,0,1,0,2,Wanderlei Silva,Cung Le,ufc 139 shogun vs henderson,19-Nov-11
ufc 13: the ultimate force,Enson Inoue vs. Royce Alger,Enson Inoue,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Enson Inoue,Royce Alger,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Enson Inoue vs. Royce Alger,Royce Alger,0,0,0,3,6,5,8,0,1,3,6,0,0,0,0,0,0,0,0,3,6,0,1,Enson Inoue,Royce Alger,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Guy Mezger vs. Christophe Leninger,Christophe Leninger,0,1,0,3,16,18,32,0,2,3,13,0,0,0,3,3,10,0,6,0,0,0,2,Guy Mezger,Christophe Leninger,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Guy Mezger vs. Christophe Leninger,Guy Mezger,0,0,0,35,54,86,110,0,0,21,39,6,6,8,9,14,23,13,19,8,12,0,2,Guy Mezger,Christophe Leninger,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Guy Mezger vs. Tito Ortiz,Guy Mezger,0,1,0,0,5,0,5,0,1,0,5,0,0,0,0,0,5,0,0,0,0,0,1,Guy Mezger,Tito Ortiz,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Guy Mezger vs. Tito Ortiz,Tito Ortiz,0,0,0,5,19,19,33,1,1,5,19,0,0,0,0,1,15,0,0,4,4,0,1,Guy Mezger,Tito Ortiz,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Jack Nilson vs. Saeed Hosseini,Jack Nilson,0,0,0,11,13,13,15,0,0,11,13,0,0,0,0,0,2,0,0,11,11,0,1,Jack Nilson,Saeed Hosseini,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Jack Nilson vs. Saeed Hosseini,Saeed Hosseini,0,1,0,1,5,1,5,0,0,0,4,0,0,1,1,1,3,0,2,0,0,0,1,Jack Nilson,Saeed Hosseini,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Randy Couture vs. Steven Graham,Randy Couture,0,0,0,16,19,25,28,1,1,15,18,1,1,0,0,0,0,0,0,16,19,0,1,Randy Couture,Steven Graham,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Randy Couture vs. Steven Graham,Steven Graham,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Randy Couture,Steven Graham,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Randy Couture vs. Tony Halme,Randy Couture,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Randy Couture,Tony Halme,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Randy Couture vs. Tony Halme,Tony Halme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Randy Couture,Tony Halme,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Steven Graham vs. Dmitri Stepanov,Dmitri Stepanov,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Steven Graham,Dmitri Stepanov,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Steven Graham vs. Dmitri Stepanov,Steven Graham,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Steven Graham,Dmitri Stepanov,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Tito Ortiz vs. Wes Albritton,Tito Ortiz,0,0,0,21,24,28,31,1,1,20,23,1,1,0,0,1,1,0,0,20,23,0,1,Tito Ortiz,Wes Albritton,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Tito Ortiz vs. Wes Albritton,Wes Albritton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tito Ortiz,Wes Albritton,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Vitor Belfort vs. David Abbott,David Abbott,0,0,0,2,5,2,5,0,1,0,3,2,2,0,0,0,2,2,3,0,0,0,1,Vitor Belfort,David Abbott,ufc 13 the ultimate force,30-May-97
ufc 13: the ultimate force,Vitor Belfort vs. David Abbott,Vitor Belfort,0,0,0,15,24,16,25,1,1,13,22,2,2,0,0,1,1,7,11,7,12,0,1,Vitor Belfort,David Abbott,ufc 13 the ultimate force,30-May-97
ufc 140: jones vs machida,Claude Patrick vs. Brian Ebersole,Brian Ebersole,0,0,0,23,39,53,74,2,12,14,24,2,6,7,9,9,21,10,14,4,4,0,3,Claude Patrick,Brian Ebersole,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Claude Patrick vs. Brian Ebersole,Claude Patrick,0,3,0,28,47,65,84,0,3,13,27,14,16,1,4,3,15,25,32,0,0,0,3,Claude Patrick,Brian Ebersole,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Frank Mir vs. Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,0,1,1,21,27,42,48,0,1,16,22,5,5,0,0,6,12,12,12,3,3,0,1,Frank Mir,Antonio Rodrigo Nogueira,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Frank Mir vs. Antonio Rodrigo Nogueira,Frank Mir,0,1,1,6,8,7,9,1,2,1,3,3,3,2,2,0,2,6,6,0,0,0,1,Frank Mir,Antonio Rodrigo Nogueira,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Jared Hamman vs. Constantinos Philippou,Constantinos Philippou,3,1,0,21,32,23,34,1,1,20,31,1,1,0,0,14,24,3,3,4,5,0,1,Jared Hamman,Constantinos Philippou,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Jared Hamman vs. Constantinos Philippou,Jared Hamman,0,0,0,9,25,9,25,0,1,0,12,2,2,7,11,8,24,1,1,0,0,0,1,Jared Hamman,Constantinos Philippou,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,John Makdessi vs. Dennis Hallman,Dennis Hallman,0,1,0,20,32,40,54,1,3,20,32,0,0,0,0,0,0,0,0,20,32,0,1,John Makdessi,Dennis Hallman,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,John Makdessi vs. Dennis Hallman,John Makdessi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,John Makdessi,Dennis Hallman,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Jon Jones vs. Lyoto Machida,Jon Jones,1,1,0,24,53,26,55,1,2,6,21,6,13,12,19,14,40,7,9,3,4,0,2,Jon Jones,Lyoto Machida,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Jon Jones vs. Lyoto Machida,Lyoto Machida,0,0,0,13,38,13,38,0,1,7,29,2,4,4,5,13,35,0,3,0,0,0,2,Jon Jones,Lyoto Machida,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Krzysztof Soszynski vs. Igor Pokrajac,Igor Pokrajac,1,0,0,21,31,21,31,0,0,20,30,0,0,1,1,7,15,5,7,9,9,0,1,Krzysztof Soszynski,Igor Pokrajac,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Krzysztof Soszynski vs. Igor Pokrajac,Krzysztof Soszynski,0,0,0,4,8,4,8,0,0,3,7,1,1,0,0,4,8,0,0,0,0,0,1,Krzysztof Soszynski,Igor Pokrajac,ufc 140 jones vs machida,10-Dec-11
